"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2015","Italy","Total","Females","From 18 to 34 years","Asylum applicant","Person","6,370"
"2015","Italy","Total","Females","From 35 to 64 years","Asylum applicant","Person","1,610"
"2015","Italy","Total","Females","65 years or over","Asylum applicant","Person","45"
"2015","Italy","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Italy","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2015","Italy","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Italy","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Italy","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Italy","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Cyprus","Total","Males","Less than 18 years","Asylum applicant","Person","290"
"2015","Cyprus","Total","Males","From 18 to 34 years","Asylum applicant","Person","805"
"2015","Cyprus","Total","Males","From 35 to 64 years","Asylum applicant","Person","240"
"2015","Cyprus","Total","Males","65 years or over","Asylum applicant","Person","10"
"2015","Cyprus","Total","Males","Unknown","Asylum applicant","Person","5"
"2015","Cyprus","Total","Females","Less than 18 years","Asylum applicant","Person","235"
"2015","Cyprus","Total","Females","From 18 to 34 years","Asylum applicant","Person","385"
"2015","Cyprus","Total","Females","From 35 to 64 years","Asylum applicant","Person","270"
"2015","Cyprus","Total","Females","65 years or over","Asylum applicant","Person","5"
"2015","Cyprus","Total","Females","Unknown","Asylum applicant","Person","10"
"2015","Cyprus","Total","Unknown","Less than 18 years","Asylum applicant","Person","5"
"2015","Cyprus","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","5"
"2015","Cyprus","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","5"
"2015","Cyprus","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Cyprus","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Latvia","Total","Males","Less than 18 years","Asylum applicant","Person","50"
"2015","Latvia","Total","Males","From 18 to 34 years","Asylum applicant","Person","135"
"2015","Latvia","Total","Males","From 35 to 64 years","Asylum applicant","Person","50"
"2015","Latvia","Total","Males","65 years or over","Asylum applicant","Person","0"
"2015","Latvia","Total","Males","Unknown","Asylum applicant","Person","0"
"2015","Latvia","Total","Females","Less than 18 years","Asylum applicant","Person","35"
"2015","Latvia","Total","Females","From 18 to 34 years","Asylum applicant","Person","35"
"2015","Latvia","Total","Females","From 35 to 64 years","Asylum applicant","Person","20"
"2015","Latvia","Total","Females","65 years or over","Asylum applicant","Person","5"
"2015","Latvia","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Latvia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2015","Latvia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Latvia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Latvia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Latvia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Lithuania","Total","Males","Less than 18 years","Asylum applicant","Person","40"
"2015","Lithuania","Total","Males","From 18 to 34 years","Asylum applicant","Person","110"
"2015","Lithuania","Total","Males","From 35 to 64 years","Asylum applicant","Person","70"
"2015","Lithuania","Total","Males","65 years or over","Asylum applicant","Person","0"
"2015","Lithuania","Total","Males","Unknown","Asylum applicant","Person","0"
"2015","Lithuania","Total","Females","Less than 18 years","Asylum applicant","Person","30"
"2015","Lithuania","Total","Females","From 18 to 34 years","Asylum applicant","Person","40"
"2015","Lithuania","Total","Females","From 35 to 64 years","Asylum applicant","Person","25"
"2015","Lithuania","Total","Females","65 years or over","Asylum applicant","Person","0"
"2015","Lithuania","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Lithuania","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2015","Lithuania","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Lithuania","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Lithuania","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Lithuania","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Luxembourg","Total","Males","Less than 18 years","Asylum applicant","Person","460"
"2015","Luxembourg","Total","Males","From 18 to 34 years","Asylum applicant","Person","895"
"2015","Luxembourg","Total","Males","From 35 to 64 years","Asylum applicant","Person","385"
"2015","Luxembourg","Total","Males","65 years or over","Asylum applicant","Person","5"
"2015","Luxembourg","Total","Males","Unknown","Asylum applicant","Person","0"
"2015","Luxembourg","Total","Females","Less than 18 years","Asylum applicant","Person","320"
"2015","Luxembourg","Total","Females","From 18 to 34 years","Asylum applicant","Person","280"
"2015","Luxembourg","Total","Females","From 35 to 64 years","Asylum applicant","Person","160"
"2015","Luxembourg","Total","Females","65 years or over","Asylum applicant","Person","0"
"2015","Luxembourg","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Luxembourg","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2015","Luxembourg","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Luxembourg","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Luxembourg","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Luxembourg","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Hungary","Total","Males","Less than 18 years","Asylum applicant","Person","30,905"
"2015","Hungary","Total","Males","From 18 to 34 years","Asylum applicant","Person","90,245"
"2015","Hungary","Total","Males","From 35 to 64 years","Asylum applicant","Person","19,280"
"2015","Hungary","Total","Males","65 years or over","Asylum applicant","Person","260"
"2015","Hungary","Total","Males","Unknown","Asylum applicant","Person","0"
"2015","Hungary","Total","Females","Less than 18 years","Asylum applicant","Person","14,975"
"2015","Hungary","Total","Females","From 18 to 34 years","Asylum applicant","Person","14,770"
"2015","Hungary","Total","Females","From 35 to 64 years","Asylum applicant","Person","6,525"
"2015","Hungary","Total","Females","65 years or over","Asylum applicant","Person","155"
"2015","Hungary","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Hungary","Total","Unknown","Less than 18 years","Asylum applicant","Person","15"
"2015","Hungary","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","5"
"2015","Hungary","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Hungary","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Hungary","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Malta","Total","Males","Less than 18 years","Asylum applicant","Person","230"
"2015","Malta","Total","Males","From 18 to 34 years","Asylum applicant","Person","860"
"2015","Malta","Total","Males","From 35 to 64 years","Asylum applicant","Person","275"
"2015","Malta","Total","Males","65 years or over","Asylum applicant","Person","15"
"2015","Malta","Total","Males","Unknown","Asylum applicant","Person","0"
"2015","Malta","Total","Females","Less than 18 years","Asylum applicant","Person","165"
"2015","Malta","Total","Females","From 18 to 34 years","Asylum applicant","Person","175"
"2015","Malta","Total","Females","From 35 to 64 years","Asylum applicant","Person","110"
"2015","Malta","Total","Females","65 years or over","Asylum applicant","Person","10"
"2015","Malta","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Malta","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2015","Malta","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Malta","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Malta","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Malta","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Netherlands","Total","Males","Less than 18 years","Asylum applicant","Person","7,055"
"2015","Netherlands","Total","Males","From 18 to 34 years","Asylum applicant","Person","18,050"
"2015","Netherlands","Total","Males","From 35 to 64 years","Asylum applicant","Person","7,425"
"2015","Netherlands","Total","Males","65 years or over","Asylum applicant","Person","175"
"2015","Netherlands","Total","Males","Unknown","Asylum applicant","Person","5"
"2015","Netherlands","Total","Females","Less than 18 years","Asylum applicant","Person","3,520"
"2015","Netherlands","Total","Females","From 18 to 34 years","Asylum applicant","Person","5,970"
"2015","Netherlands","Total","Females","From 35 to 64 years","Asylum applicant","Person","2,520"
"2015","Netherlands","Total","Females","65 years or over","Asylum applicant","Person","180"
"2015","Netherlands","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Netherlands","Total","Unknown","Less than 18 years","Asylum applicant","Person","10"
"2015","Netherlands","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","45"
"2015","Netherlands","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","20"
"2015","Netherlands","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Netherlands","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Austria","Total","Males","Less than 18 years","Asylum applicant","Person","21,720"
"2015","Austria","Total","Males","From 18 to 34 years","Asylum applicant","Person","32,760"
"2015","Austria","Total","Males","From 35 to 64 years","Asylum applicant","Person","9,125"
"2015","Austria","Total","Males","65 years or over","Asylum applicant","Person","200"
"2015","Austria","Total","Males","Unknown","Asylum applicant","Person","0"
"2015","Austria","Total","Females","Less than 18 years","Asylum applicant","Person","10,510"
"2015","Austria","Total","Females","From 18 to 34 years","Asylum applicant","Person","9,300"
"2015","Austria","Total","Females","From 35 to 64 years","Asylum applicant","Person","4,380"
"2015","Austria","Total","Females","65 years or over","Asylum applicant","Person","185"
"2015","Austria","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Austria","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2015","Austria","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Austria","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Austria","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Austria","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Poland","Total","Males","Less than 18 years","Asylum applicant","Person","2,895"
"2015","Poland","Total","Males","From 18 to 34 years","Asylum applicant","Person","2,005"
"2015","Poland","Total","Males","From 35 to 64 years","Asylum applicant","Person","1,230"
"2015","Poland","Total","Males","65 years or over","Asylum applicant","Person","30"
"2015","Poland","Total","Males","Unknown","Asylum applicant","Person","0"
"2015","Poland","Total","Females","Less than 18 years","Asylum applicant","Person","2,680"
"2015","Poland","Total","Females","From 18 to 34 years","Asylum applicant","Person","1,970"
"2015","Poland","Total","Females","From 35 to 64 years","Asylum applicant","Person","1,310"
"2015","Poland","Total","Females","65 years or over","Asylum applicant","Person","75"
"2015","Poland","Total","Females","Unknown","Asylum applicant","Person","0"
"2015","Poland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2015","Poland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2015","Poland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2015","Poland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2015","Poland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2015","Portugal","Total","Males","Less than 18 years","Asylum applicant","Person","40"
"2015","Portugal","Total","Males","From 18 to 34 years","Asylum applicant","Person","205"
"2015","Portugal","Total","Males","From 35 to 64 years","Asylum applicant","Person","85"
"2015","Portugal","Total","Males","65 years or over","Asylum applicant","Person","0"
"2015","Portugal","Total","Males","Unknown","Asylum applicant","Person","0"
"2015","Portugal","Total","Females","Less than 18 years","Asylum applicant","Person","50"
