"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2017","Sweden","Total","Females","From 35 to 64 years","Asylum applicant","Person","2,395"
"2017","Sweden","Total","Females","65 years or over","Asylum applicant","Person","255"
"2017","Sweden","Total","Females","Unknown","Asylum applicant","Person","0"
"2017","Sweden","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2017","Sweden","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2017","Sweden","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2017","Sweden","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2017","Sweden","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2017","UK","Total","Males","Less than 18 years","Asylum applicant","Person","5,095"
"2017","UK","Total","Males","From 18 to 34 years","Asylum applicant","Person","11,980"
"2017","UK","Total","Males","From 35 to 64 years","Asylum applicant","Person","4,965"
"2017","UK","Total","Males","65 years or over","Asylum applicant","Person","175"
"2017","UK","Total","Males","Unknown","Asylum applicant","Person","890"
"2017","UK","Total","Females","Less than 18 years","Asylum applicant","Person","2,880"
"2017","UK","Total","Females","From 18 to 34 years","Asylum applicant","Person","5,080"
"2017","UK","Total","Females","From 35 to 64 years","Asylum applicant","Person","2,980"
"2017","UK","Total","Females","65 years or over","Asylum applicant","Person","195"
"2017","UK","Total","Females","Unknown","Asylum applicant","Person","595"
"2017","UK","Total","Unknown","Less than 18 years","Asylum applicant","Person","5"
"2017","UK","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","5"
"2017","UK","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2017","UK","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2017","UK","Total","Unknown","Unknown","Asylum applicant","Person","20"
"2017","Iceland","Total","Males","Less than 18 years","Asylum applicant","Person","115"
"2017","Iceland","Total","Males","From 18 to 34 years","Asylum applicant","Person","515"
"2017","Iceland","Total","Males","From 35 to 64 years","Asylum applicant","Person","215"
"2017","Iceland","Total","Males","65 years or over","Asylum applicant","Person","0"
"2017","Iceland","Total","Males","Unknown","Asylum applicant","Person","0"
"2017","Iceland","Total","Females","Less than 18 years","Asylum applicant","Person","65"
"2017","Iceland","Total","Females","From 18 to 34 years","Asylum applicant","Person","115"
"2017","Iceland","Total","Females","From 35 to 64 years","Asylum applicant","Person","55"
"2017","Iceland","Total","Females","65 years or over","Asylum applicant","Person","0"
"2017","Iceland","Total","Females","Unknown","Asylum applicant","Person","0"
"2017","Iceland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2017","Iceland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2017","Iceland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2017","Iceland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2017","Iceland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2017","Liechtenstein","Total","Males","Less than 18 years","Asylum applicant","Person","25"
"2017","Liechtenstein","Total","Males","From 18 to 34 years","Asylum applicant","Person","40"
"2017","Liechtenstein","Total","Males","From 35 to 64 years","Asylum applicant","Person","25"
"2017","Liechtenstein","Total","Males","65 years or over","Asylum applicant","Person","0"
"2017","Liechtenstein","Total","Males","Unknown","Asylum applicant","Person","0"
"2017","Liechtenstein","Total","Females","Less than 18 years","Asylum applicant","Person","30"
"2017","Liechtenstein","Total","Females","From 18 to 34 years","Asylum applicant","Person","20"
"2017","Liechtenstein","Total","Females","From 35 to 64 years","Asylum applicant","Person","10"
"2017","Liechtenstein","Total","Females","65 years or over","Asylum applicant","Person","0"
"2017","Liechtenstein","Total","Females","Unknown","Asylum applicant","Person","0"
"2017","Liechtenstein","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2017","Liechtenstein","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2017","Liechtenstein","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2017","Liechtenstein","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2017","Liechtenstein","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2017","Norway","Total","Males","Less than 18 years","Asylum applicant","Person","585"
"2017","Norway","Total","Males","From 18 to 34 years","Asylum applicant","Person","1,045"
"2017","Norway","Total","Males","From 35 to 64 years","Asylum applicant","Person","440"
"2017","Norway","Total","Males","65 years or over","Asylum applicant","Person","10"
"2017","Norway","Total","Males","Unknown","Asylum applicant","Person","0"
"2017","Norway","Total","Females","Less than 18 years","Asylum applicant","Person","505"
"2017","Norway","Total","Females","From 18 to 34 years","Asylum applicant","Person","690"
"2017","Norway","Total","Females","From 35 to 64 years","Asylum applicant","Person","265"
"2017","Norway","Total","Females","65 years or over","Asylum applicant","Person","10"
"2017","Norway","Total","Females","Unknown","Asylum applicant","Person","0"
"2017","Norway","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2017","Norway","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2017","Norway","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2017","Norway","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2017","Norway","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2017","Switzerland","Total","Males","Less than 18 years","Asylum applicant","Person","3,895"
"2017","Switzerland","Total","Males","From 18 to 34 years","Asylum applicant","Person","6,400"
"2017","Switzerland","Total","Males","From 35 to 64 years","Asylum applicant","Person","1,695"
"2017","Switzerland","Total","Males","65 years or over","Asylum applicant","Person","30"
"2017","Switzerland","Total","Males","Unknown","Asylum applicant","Person","5"
"2017","Switzerland","Total","Females","Less than 18 years","Asylum applicant","Person","3,110"
"2017","Switzerland","Total","Females","From 18 to 34 years","Asylum applicant","Person","2,065"
"2017","Switzerland","Total","Females","From 35 to 64 years","Asylum applicant","Person","835"
"2017","Switzerland","Total","Females","65 years or over","Asylum applicant","Person","40"
"2017","Switzerland","Total","Females","Unknown","Asylum applicant","Person","5"
"2017","Switzerland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2017","Switzerland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2017","Switzerland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2017","Switzerland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2017","Switzerland","Total","Unknown","Unknown","Asylum applicant","Person","5"
"2018","Belgium","Total","Males","Less than 18 years","Asylum applicant","Person","3,825"
"2018","Belgium","Total","Males","From 18 to 34 years","Asylum applicant","Person","7,815"
"2018","Belgium","Total","Males","From 35 to 64 years","Asylum applicant","Person","3,110"
"2018","Belgium","Total","Males","65 years or over","Asylum applicant","Person","95"
"2018","Belgium","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Belgium","Total","Females","Less than 18 years","Asylum applicant","Person","2,790"
"2018","Belgium","Total","Females","From 18 to 34 years","Asylum applicant","Person","3,010"
"2018","Belgium","Total","Females","From 35 to 64 years","Asylum applicant","Person","1,805"
"2018","Belgium","Total","Females","65 years or over","Asylum applicant","Person","120"
"2018","Belgium","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Belgium","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Belgium","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Belgium","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Belgium","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Belgium","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Bulgaria","Total","Males","Less than 18 years","Asylum applicant","Person","655"
"2018","Bulgaria","Total","Males","From 18 to 34 years","Asylum applicant","Person","1,265"
"2018","Bulgaria","Total","Males","From 35 to 64 years","Asylum applicant","Person","150"
"2018","Bulgaria","Total","Males","65 years or over","Asylum applicant","Person","5"
"2018","Bulgaria","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Bulgaria","Total","Females","Less than 18 years","Asylum applicant","Person","190"
"2018","Bulgaria","Total","Females","From 18 to 34 years","Asylum applicant","Person","185"
"2018","Bulgaria","Total","Females","From 35 to 64 years","Asylum applicant","Person","80"
"2018","Bulgaria","Total","Females","65 years or over","Asylum applicant","Person","5"
"2018","Bulgaria","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Bulgaria","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Bulgaria","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Bulgaria","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Bulgaria","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Bulgaria","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Czechia","Total","Males","Less than 18 years","Asylum applicant","Person","130"
"2018","Czechia","Total","Males","From 18 to 34 years","Asylum applicant","Person","585"
"2018","Czechia","Total","Males","From 35 to 64 years","Asylum applicant","Person","490"
"2018","Czechia","Total","Males","65 years or over","Asylum applicant","Person","5"
"2018","Czechia","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Czechia","Total","Females","Less than 18 years","Asylum applicant","Person","140"
"2018","Czechia","Total","Females","From 18 to 34 years","Asylum applicant","Person","180"
"2018","Czechia","Total","Females","From 35 to 64 years","Asylum applicant","Person","165"
"2018","Czechia","Total","Females","65 years or over","Asylum applicant","Person","10"
"2018","Czechia","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Czechia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Czechia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Czechia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Czechia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Czechia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Denmark","Total","Males","Less than 18 years","Asylum applicant","Person","640"
"2018","Denmark","Total","Males","From 18 to 34 years","Asylum applicant","Person","1,115"
"2018","Denmark","Total","Males","From 35 to 64 years","Asylum applicant","Person","450"
"2018","Denmark","Total","Males","65 years or over","Asylum applicant","Person","15"
"2018","Denmark","Total","Males","Unknown","Asylum applicant","Person","5"
"2018","Denmark","Total","Females","Less than 18 years","Asylum applicant","Person","470"
"2018","Denmark","Total","Females","From 18 to 34 years","Asylum applicant","Person","615"
"2018","Denmark","Total","Females","From 35 to 64 years","Asylum applicant","Person","260"
"2018","Denmark","Total","Females","65 years or over","Asylum applicant","Person","15"
"2018","Denmark","Total","Females","Unknown","Asylum applicant","Person","10"
"2018","Denmark","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Denmark","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Denmark","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Denmark","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Denmark","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Germany","Total","Males","Less than 18 years","Asylum applicant","Person","45,465"
"2018","Germany","Total","Males","From 18 to 34 years","Asylum applicant","Person","42,835"
"2018","Germany","Total","Males","From 35 to 64 years","Asylum applicant","Person","17,995"
"2018","Germany","Total","Males","65 years or over","Asylum applicant","Person","490"
"2018","Germany","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Germany","Total","Females","Less than 18 years","Asylum applicant","Person","39,435"
"2018","Germany","Total","Females","From 18 to 34 years","Asylum applicant","Person","23,265"
"2018","Germany","Total","Females","From 35 to 64 years","Asylum applicant","Person","14,115"
"2018","Germany","Total","Females","65 years or over","Asylum applicant","Person","540"
"2018","Germany","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Germany","Total","Unknown","Less than 18 years","Asylum applicant","Person","85"
"2018","Germany","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","5"
"2018","Germany","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Germany","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Germany","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Estonia","Total","Males","Less than 18 years","Asylum applicant","Person","10"
"2018","Estonia","Total","Males","From 18 to 34 years","Asylum applicant","Person","50"
"2018","Estonia","Total","Males","From 35 to 64 years","Asylum applicant","Person","15"
"2018","Estonia","Total","Males","65 years or over","Asylum applicant","Person","0"
"2018","Estonia","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Estonia","Total","Females","Less than 18 years","Asylum applicant","Person","10"
"2018","Estonia","Total","Females","From 18 to 34 years","Asylum applicant","Person","5"
"2018","Estonia","Total","Females","From 35 to 64 years","Asylum applicant","Person","5"
"2018","Estonia","Total","Females","65 years or over","Asylum applicant","Person","0"
"2018","Estonia","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Estonia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Estonia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Estonia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Estonia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Estonia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Ireland","Total","Males","Less than 18 years","Asylum applicant","Person","445"
"2018","Ireland","Total","Males","From 18 to 34 years","Asylum applicant","Person","1,265"
"2018","Ireland","Total","Males","From 35 to 64 years","Asylum applicant","Person","625"
"2018","Ireland","Total","Males","65 years or over","Asylum applicant","Person","15"
"2018","Ireland","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Ireland","Total","Females","Less than 18 years","Asylum applicant","Person","410"
"2018","Ireland","Total","Females","From 18 to 34 years","Asylum applicant","Person","550"
"2018","Ireland","Total","Females","From 35 to 64 years","Asylum applicant","Person","350"
"2018","Ireland","Total","Females","65 years or over","Asylum applicant","Person","10"
"2018","Ireland","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Ireland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Ireland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Ireland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Ireland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Ireland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Greece","Total","Males","Less than 18 years","Asylum applicant","Person","12,960"
"2018","Greece","Total","Males","From 18 to 34 years","Asylum applicant","Person","24,685"
"2018","Greece","Total","Males","From 35 to 64 years","Asylum applicant","Person","7,450"
"2018","Greece","Total","Males","65 years or over","Asylum applicant","Person","130"
"2018","Greece","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Greece","Total","Females","Less than 18 years","Asylum applicant","Person","8,810"
"2018","Greece","Total","Females","From 18 to 34 years","Asylum applicant","Person","8,830"
"2018","Greece","Total","Females","From 35 to 64 years","Asylum applicant","Person","3,950"
"2018","Greece","Total","Females","65 years or over","Asylum applicant","Person","165"
"2018","Greece","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Greece","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Greece","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Greece","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Greece","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Greece","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Spain","Total","Males","Less than 18 years","Asylum applicant","Person","5,875"
"2018","Spain","Total","Males","From 18 to 34 years","Asylum applicant","Person","17,415"
"2018","Spain","Total","Males","From 35 to 64 years","Asylum applicant","Person","7,490"
"2018","Spain","Total","Males","65 years or over","Asylum applicant","Person","230"
"2018","Spain","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Spain","Total","Females","Less than 18 years","Asylum applicant","Person","5,395"
"2018","Spain","Total","Females","From 18 to 34 years","Asylum applicant","Person","10,190"
"2018","Spain","Total","Females","From 35 to 64 years","Asylum applicant","Person","7,060"
"2018","Spain","Total","Females","65 years or over","Asylum applicant","Person","400"
"2018","Spain","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Spain","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Spain","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Spain","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Spain","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Spain","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","France","Total","Males","Less than 18 years","Asylum applicant","Person","12,055"
"2018","France","Total","Males","From 18 to 34 years","Asylum applicant","Person","48,010"
"2018","France","Total","Males","From 35 to 64 years","Asylum applicant","Person","17,965"
"2018","France","Total","Males","65 years or over","Asylum applicant","Person","480"
"2018","France","Total","Males","Unknown","Asylum applicant","Person","5"
"2018","France","Total","Females","Less than 18 years","Asylum applicant","Person","12,120"
"2018","France","Total","Females","From 18 to 34 years","Asylum applicant","Person","18,750"
"2018","France","Total","Females","From 35 to 64 years","Asylum applicant","Person","10,375"
"2018","France","Total","Females","65 years or over","Asylum applicant","Person","660"
"2018","France","Total","Females","Unknown","Asylum applicant","Person","5"
"2018","France","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","France","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","France","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","France","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","France","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Croatia","Total","Males","Less than 18 years","Asylum applicant","Person","140"
"2018","Croatia","Total","Males","From 18 to 34 years","Asylum applicant","Person","315"
"2018","Croatia","Total","Males","From 35 to 64 years","Asylum applicant","Person","130"
"2018","Croatia","Total","Males","65 years or over","Asylum applicant","Person","0"
"2018","Croatia","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Croatia","Total","Females","Less than 18 years","Asylum applicant","Person","85"
"2018","Croatia","Total","Females","From 18 to 34 years","Asylum applicant","Person","90"
"2018","Croatia","Total","Females","From 35 to 64 years","Asylum applicant","Person","40"
"2018","Croatia","Total","Females","65 years or over","Asylum applicant","Person","0"
"2018","Croatia","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Croatia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Croatia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Croatia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Croatia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Croatia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Italy","Total","Males","Less than 18 years","Asylum applicant","Person","6,955"
"2018","Italy","Total","Males","From 18 to 34 years","Asylum applicant","Person","31,225"
"2018","Italy","Total","Males","From 35 to 64 years","Asylum applicant","Person","7,440"
"2018","Italy","Total","Males","65 years or over","Asylum applicant","Person","50"
"2018","Italy","Total","Males","Unknown","Asylum applicant","Person","5"
"2018","Italy","Total","Females","Less than 18 years","Asylum applicant","Person","3,230"
"2018","Italy","Total","Females","From 18 to 34 years","Asylum applicant","Person","6,800"
"2018","Italy","Total","Females","From 35 to 64 years","Asylum applicant","Person","4,150"
"2018","Italy","Total","Females","65 years or over","Asylum applicant","Person","90"
"2018","Italy","Total","Females","Unknown","Asylum applicant","Person","5"
"2018","Italy","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Italy","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Italy","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Italy","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Italy","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Cyprus","Total","Males","Less than 18 years","Asylum applicant","Person","595"
"2018","Cyprus","Total","Males","From 18 to 34 years","Asylum applicant","Person","3,740"
"2018","Cyprus","Total","Males","From 35 to 64 years","Asylum applicant","Person","945"
"2018","Cyprus","Total","Males","65 years or over","Asylum applicant","Person","5"
"2018","Cyprus","Total","Males","Unknown","Asylum applicant","Person","10"
"2018","Cyprus","Total","Females","Less than 18 years","Asylum applicant","Person","490"
"2018","Cyprus","Total","Females","From 18 to 34 years","Asylum applicant","Person","1,110"
"2018","Cyprus","Total","Females","From 35 to 64 years","Asylum applicant","Person","795"
"2018","Cyprus","Total","Females","65 years or over","Asylum applicant","Person","10"
"2018","Cyprus","Total","Females","Unknown","Asylum applicant","Person","5"
"2018","Cyprus","Total","Unknown","Less than 18 years","Asylum applicant","Person","10"
"2018","Cyprus","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","40"
"2018","Cyprus","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","10"
"2018","Cyprus","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Cyprus","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Latvia","Total","Males","Less than 18 years","Asylum applicant","Person","20"
"2018","Latvia","Total","Males","From 18 to 34 years","Asylum applicant","Person","60"
"2018","Latvia","Total","Males","From 35 to 64 years","Asylum applicant","Person","45"
"2018","Latvia","Total","Males","65 years or over","Asylum applicant","Person","0"
"2018","Latvia","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Latvia","Total","Females","Less than 18 years","Asylum applicant","Person","20"
"2018","Latvia","Total","Females","From 18 to 34 years","Asylum applicant","Person","15"
"2018","Latvia","Total","Females","From 35 to 64 years","Asylum applicant","Person","20"
"2018","Latvia","Total","Females","65 years or over","Asylum applicant","Person","0"
"2018","Latvia","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Latvia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Latvia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Latvia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Latvia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Latvia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Lithuania","Total","Males","Less than 18 years","Asylum applicant","Person","75"
"2018","Lithuania","Total","Males","From 18 to 34 years","Asylum applicant","Person","100"
"2018","Lithuania","Total","Males","From 35 to 64 years","Asylum applicant","Person","90"
"2018","Lithuania","Total","Males","65 years or over","Asylum applicant","Person","0"
"2018","Lithuania","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Lithuania","Total","Females","Less than 18 years","Asylum applicant","Person","50"
"2018","Lithuania","Total","Females","From 18 to 34 years","Asylum applicant","Person","50"
"2018","Lithuania","Total","Females","From 35 to 64 years","Asylum applicant","Person","35"
"2018","Lithuania","Total","Females","65 years or over","Asylum applicant","Person","5"
"2018","Lithuania","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Lithuania","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Lithuania","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Lithuania","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Lithuania","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Lithuania","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Luxembourg","Total","Males","Less than 18 years","Asylum applicant","Person","335"
"2018","Luxembourg","Total","Males","From 18 to 34 years","Asylum applicant","Person","985"
"2018","Luxembourg","Total","Males","From 35 to 64 years","Asylum applicant","Person","355"
"2018","Luxembourg","Total","Males","65 years or over","Asylum applicant","Person","5"
"2018","Luxembourg","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Luxembourg","Total","Females","Less than 18 years","Asylum applicant","Person","280"
"2018","Luxembourg","Total","Females","From 18 to 34 years","Asylum applicant","Person","240"
"2018","Luxembourg","Total","Females","From 35 to 64 years","Asylum applicant","Person","125"
"2018","Luxembourg","Total","Females","65 years or over","Asylum applicant","Person","5"
"2018","Luxembourg","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Luxembourg","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Luxembourg","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Luxembourg","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Luxembourg","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Luxembourg","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Hungary","Total","Males","Less than 18 years","Asylum applicant","Person","210"
"2018","Hungary","Total","Males","From 18 to 34 years","Asylum applicant","Person","120"
"2018","Hungary","Total","Males","From 35 to 64 years","Asylum applicant","Person","70"
"2018","Hungary","Total","Males","65 years or over","Asylum applicant","Person","0"
"2018","Hungary","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Hungary","Total","Females","Less than 18 years","Asylum applicant","Person","145"
"2018","Hungary","Total","Females","From 18 to 34 years","Asylum applicant","Person","70"
"2018","Hungary","Total","Females","From 35 to 64 years","Asylum applicant","Person","50"
"2018","Hungary","Total","Females","65 years or over","Asylum applicant","Person","0"
"2018","Hungary","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Hungary","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Hungary","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Hungary","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Hungary","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Hungary","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Malta","Total","Males","Less than 18 years","Asylum applicant","Person","260"
"2018","Malta","Total","Males","From 18 to 34 years","Asylum applicant","Person","1,190"
"2018","Malta","Total","Males","From 35 to 64 years","Asylum applicant","Person","225"
"2018","Malta","Total","Males","65 years or over","Asylum applicant","Person","5"
"2018","Malta","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Malta","Total","Females","Less than 18 years","Asylum applicant","Person","205"
"2018","Malta","Total","Females","From 18 to 34 years","Asylum applicant","Person","180"
"2018","Malta","Total","Females","From 35 to 64 years","Asylum applicant","Person","70"
"2018","Malta","Total","Females","65 years or over","Asylum applicant","Person","0"
"2018","Malta","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Malta","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2018","Malta","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2018","Malta","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Malta","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Malta","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Netherlands","Total","Males","Less than 18 years","Asylum applicant","Person","3,280"
"2018","Netherlands","Total","Males","From 18 to 34 years","Asylum applicant","Person","10,000"
"2018","Netherlands","Total","Males","From 35 to 64 years","Asylum applicant","Person","3,785"
"2018","Netherlands","Total","Males","65 years or over","Asylum applicant","Person","85"
"2018","Netherlands","Total","Males","Unknown","Asylum applicant","Person","0"
"2018","Netherlands","Total","Females","Less than 18 years","Asylum applicant","Person","2,225"
"2018","Netherlands","Total","Females","From 18 to 34 years","Asylum applicant","Person","2,800"
"2018","Netherlands","Total","Females","From 35 to 64 years","Asylum applicant","Person","1,730"
"2018","Netherlands","Total","Females","65 years or over","Asylum applicant","Person","110"
"2018","Netherlands","Total","Females","Unknown","Asylum applicant","Person","0"
"2018","Netherlands","Total","Unknown","Less than 18 years","Asylum applicant","Person","5"
"2018","Netherlands","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","5"
"2018","Netherlands","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2018","Netherlands","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2018","Netherlands","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2018","Austria","Total","Males","Less than 18 years","Asylum applicant","Person","3,595"
